"CNTRYID","CNT","Gender","Computers_at_home","Hours_maths_school","Hours_maths_at_home","Hours_science_school","Hours_science_at_home","PV1MATH","PV1READ","PV1SCIE"
"Belgium","Belgium","Female",">=3","4","7","6","8",556.661,533.453,557.656
"Belgium","Belgium","Male","2","4","3","3","2",381.859,421.88,425.108
"Belgium","Belgium","Male","2","4","2","0","0",581.647,544.924,553.064
"Belgium","Belgium","Female",">=3","5","3","3","2",511.972,504.056,505.248
"Belgium","Belgium","Male",">=3","2","1","0","0",478.37,494.797,451.549
"Belgium","Belgium","Male",">=3","0","3","0",NA,358.792,270.933,301.18
"Belgium","Belgium","Male",">=3","5","6","3","1",638.858,533.494,616.46
"Belgium","Belgium","Female",">=3","5","5","3","3",464.323,455.896,420.785
"Belgium","Belgium","Female","2","5","2","3","1",470.083,478.802,459.965
"Belgium","Belgium","Female","1","6","5","7","5",486.902,488.479,487.672
"Belgium","Belgium","Female",">=3","5","4","3","4",588.014,543.783,563.145
"Belgium","Belgium","Male","1","4","4","1","1",464.944,355.68,424.137
"Belgium","Belgium","Male","2","3","2","5","5",532.946,589.305,623.118
"Belgium","Belgium","Female",">=3","3","3","4","3",541.045,548.128,573.764
"Belgium","Belgium","Male","1","4","1","3","1",571.857,467.567,508.358
"Belgium","Belgium","Female","2","5","4","6","2",527.509,564.438,583.886
"Belgium","Belgium","Female","2","5","3","5","5",551.603,620.728,566.817
"Belgium","Belgium","Male","1",NA,"4",NA,"3",527.812,450.824,479.835
"Belgium","Belgium","Female","1","5","1","5","1",429.884,463.343,419.222
"Belgium","Belgium","Male",">=3","4",NA,"4",NA,562.093,563.084,570.931
"Belgium","Belgium","Male",">=3","6","6","3","3",419.598,423.407,404.99
"Belgium","Belgium","Female",">=3","5","8","6","6",565.602,592.639,585.846
"Belgium","Belgium","Female",">=3","4","4","1","1",454.364,447.526,386.701
"Belgium","Belgium","Male","1","3","5","1","8",557.501,510.794,518.299
"Belgium","Belgium","Male",">=3","5","4","2","1",529.455,488.65,492.36
"Belgium","Belgium","Female",">=3","0",NA,"6","6",379.953,414.904,393.96
"Belgium","Belgium","Female","2","5",NA,"5",NA,430.194,309.106,328.801
"Belgium","Belgium","Female","2","5","4","3","3",492.571,519.557,514.536
"Belgium","Belgium","Male",">=3","2","6","0","12",432.25,361.084,330.26
"Belgium","Belgium","Female",">=3","4","5","3","3",516.18,515.154,482.298
"Belgium","Belgium","Female","2","4","2","3","1",431.125,402.744,382.064
"Belgium","Belgium","Male",">=3","8","6","3","1",668.547,654.866,644.917
"Belgium","Belgium","Female",">=3","5","3","3","1",470.197,522.451,514.98
"Belgium","Belgium","Female","2","5","12","3","12",435.161,404.464,370.17
"Belgium","Belgium","Male",">=3","6","3","7","1",584.743,571.895,642.855
"Belgium","Belgium","Female","2","5","5","6","1",615.851,612.294,579.19
"Belgium","Belgium","Female","2","5","4","3","2",596.959,572.244,605.204
"Belgium","Belgium","Female","2","5","2","3","1",482.189,545.772,489.559
"Belgium","Belgium","Male","2","4","4","3","1",540.009,575.616,548.285
"Belgium","Belgium","Female",">=3","5","6","3","5",626.35,569.238,545.234
"Belgium","Belgium","Male","2","4","4","2","1",519.393,460.194,492.486
"Belgium","Belgium","Female",">=3","3","2","2","2",527.626,535.207,503.667
"Belgium","Belgium","Female","2","5","1","3","2",314.112,382.397,326.842
"Belgium","Belgium","Female","1","5","3","5","5",645.993,658.869,650.263
"Belgium","Belgium","Male",">=3","6","5","5","3",577.926,502.864,488.428
"Belgium","Belgium","Male",">=3","2","3","5","3",497.852,479.183,498.221
"Belgium","Belgium","Male","2",NA,NA,NA,NA,376.01,346.665,392.107
"Belgium","Belgium","Female","1","4",NA,"2",NA,349.427,388.299,345.241
"Belgium","Belgium","Female",">=3","5","5","4","4",646.239,589.588,606.365
"Belgium","Belgium","Male","1",NA,"5",NA,"5",465.942,424.151,429.528
"Belgium","Belgium","Male",">=3","2","2","2","2",543.708,543.052,583.02
"Belgium","Belgium","Female",">=3","0",NA,"0",NA,464.507,504.878,462.747
"Belgium","Belgium","Female","2","5","4","6","3",626.157,627.07,583.432
"Belgium","Belgium","Female",">=3","4","1","4","1",669.697,631.86,606.434
"Belgium","Belgium","Female","1","32","2","6","4",609.311,515.854,619.686
"Belgium","Belgium","Female","0","5","5","3","3",325.762,374.562,288.015
"Belgium","Belgium","Male",">=3","8","8",NA,"5",531.917,564.913,544.434
"Belgium","Belgium","Male",">=3",NA,NA,NA,NA,332.644,336.739,350.551
"Belgium","Belgium","Female","2","2",NA,"2",NA,407.22,416.127,493.371
"Belgium","Belgium","Male",">=3","5","4","6","4",607.047,591.517,588.892
"Belgium","Belgium","Male","2","4","8","4","6",533.664,502.963,503.921
"Belgium","Belgium","Female","2","0",NA,"0",NA,362.957,361.037,412.395
"Belgium","Belgium","Female",">=3","4",NA,"3",NA,393.589,480.04,467.321
"Belgium","Belgium","Male",">=3","4","6","3","2",593.654,648.713,611.361
"Belgium","Belgium","Male",">=3","5","10","11","10",551.864,550.101,478.647
"Belgium","Belgium","Male","2","7","7","5","5",568.372,546.781,600.262
"Belgium","Belgium","Male",">=3","0",NA,"0",NA,388.148,336.738,286.841
"Belgium","Belgium","Male",">=3","3","0","2","1",536.935,450.988,488.243
"Belgium","Belgium","Male",">=3","3","1","5","1",446.933,500.962,483.897
"Belgium","Belgium","Female",">=3","5","4","5","2",613.382,605.04,569.275
"Belgium","Belgium","Male","2","0",NA,"0",NA,407.323,513.306,509.183
"Belgium","Belgium","Female","1","3","5","4","7",593.606,586.026,562.387
"Belgium","Belgium","Male",">=3","1",NA,"1",NA,447.416,479.752,524.852
"Belgium","Belgium","Male","2","5","2","2","2",547.75,473.342,552.848
"Belgium","Belgium","Male",">=3","0","0","0","0",490.167,427.176,453.337
"Belgium","Belgium","Male","2","2","2","0",NA,367.821,470.073,498.53
"Belgium","Belgium","Male",">=3","4","1","2","1",510.382,570.114,600.631
"Belgium","Belgium","Male","2","0",NA,"0",NA,565.665,590.606,601.572
"Belgium","Belgium","Female","1","5","4","3","3",550.497,525.939,555.198
"Belgium","Belgium","Female","1","4","2","2","0",354.203,441.758,414.357
"Belgium","Belgium","Male","2","5","5","3","2",377.267,415.675,431.507
"Belgium","Belgium","Female",">=3","5","3","4","2",614.685,611.667,535.65
"Belgium","Belgium","Male",">=3","4","4","0",NA,425.235,375.46,410.213
"Belgium","Belgium","Female",">=3","5","1","6","2",577.366,637.842,623.876
"Belgium","Belgium","Male",">=3","2","1","2","1",430.961,464.68,462.143
"Belgium","Belgium","Male",">=3","5","2","3","1",606.41,594.733,635.045
"Belgium","Belgium","Female","1","1",NA,"1",NA,409.421,415.737,431.381
"Belgium","Belgium","Male",">=3","0",NA,"0",NA,344.681,299.979,298.768
"Belgium","Belgium","Male","1","5","5","3","3",446.925,405.301,415.727
"Belgium","Belgium","Male",">=3","5","14","5","10",467.764,458.96,430.253
"Belgium","Belgium","Male",">=3","5","1","3","1",610.424,660.608,655.03
"Belgium","Belgium","Female","2","3","2","4","2",496.766,522.349,509.666
"Belgium","Belgium","Female",">=3","5","3","3","1",513.284,550.833,562.84
"Belgium","Belgium","Female","2","4","1","4","1",594.796,578.186,603.719
"Belgium","Belgium","Male",">=3","2","2","2","2",368.349,371.305,404.331
"Belgium","Belgium","Male","1","4","2","6","6",562.72,497.731,602.201
"Belgium","Belgium","Male",">=3","4","4","2","2",444.438,427.329,408.141
"Belgium","Belgium","Female",">=3","2",NA,"2",NA,408.235,404.185,409.387
"Belgium","Belgium","Female","1","3","0","0","0",640.778,570.304,606.591
"Belgium","Belgium","Male","2","4","3","2","1",475.981,486.195,495.665
"Belgium","Belgium","Male",">=3","4","4","0",NA,523.024,370.872,427.503
"Belgium","Belgium","Female",">=3","5","5","3","2",580.022,587.328,615.96
"Belgium","Belgium","Female",">=3","4","2","3","2",732.695,574.803,621.927
"Belgium","Belgium","Male",">=3","2","2","2",NA,363.641,314.126,377.204
"Belgium","Belgium","Female","2","5","15","2","10",532.027,468.032,502.171
"Belgium","Belgium","Male",">=3","6","10","4","5",512.158,529.706,509.149
"Belgium","Belgium","Male",">=3","2","2","0",NA,453.346,330.832,335.231
"Belgium","Belgium","Male",">=3","4","3","2","2",589.504,601.298,586.282
"Belgium","Belgium","Male","2","5","1","5","1",681.063,676.4,715.697
"Belgium","Belgium","Male","2","2","1","2","1",366.555,382.185,342.795
"Belgium","Belgium","Male",">=3","4",NA,"4",NA,513.205,507.186,504.65
"Belgium","Belgium","Female",">=3","5","4","4","1",582.086,544.004,556.373
"Belgium","Belgium","Female","2","4","0","0","0",378.673,391.903,334.946
"Belgium","Belgium","Male",NA,NA,NA,NA,NA,484.414,345.57,439.706
"Belgium","Belgium","Female","2","5","4","3","1",537.953,533.289,531.32
"Belgium","Belgium","Male",NA,NA,NA,NA,NA,506.022,452.908,503.62
"Belgium","Belgium","Female",">=3","4","3","3","3",540.116,566.935,513.25
"Belgium","Belgium","Female","2","4",NA,"16",NA,440.433,500.895,488.685
"Belgium","Belgium","Female",">=3","4","2","3","2",498.06,450.642,455.292
"Belgium","Belgium","Male",">=3","0",NA,"0",NA,283.014,183.569,255.357
"Belgium","Belgium","Male","2","3",NA,"6",NA,518.659,495.079,485.425
"Belgium","Belgium","Female",">=3",NA,NA,NA,NA,440.94,531.991,401.806
"Belgium","Belgium","Male","2","6","2","0",NA,353.282,398.677,342.194
"Belgium","Belgium","Female",">=3","4","3","4","3",608.564,693.248,651.366
"Belgium","Belgium","Male","2","5","1","6","3",609.256,544.942,578.115
"Belgium","Belgium","Male","2","5","2","3","1",632.437,583.008,630.374
"Belgium","Belgium","Female",">=3","5","3","6","3",591.327,557.677,534.71
"Belgium","Belgium","Male",">=3","5","4","4","5",629.99,658.102,666.506
"Belgium","Belgium","Female","2","5","3","7","5",515.28,445.965,473.796
"Belgium","Belgium","Female","1","2","2","2",NA,437.449,408.033,383.516
"Belgium","Belgium","Male",">=3","3","6","9","10",488.157,472.673,460.445
"Belgium","Belgium","Male",">=3","0","1","0",NA,583.531,547.281,473.355
"Belgium","Belgium","Female",">=3","5","2","2","1",513.254,481.305,494.967
"Belgium","Belgium","Female",">=3","2","2","0",NA,500.392,482.505,442.61
"Belgium","Belgium","Female",">=3","5","2","0","0",439.214,468.126,421.883
"Belgium","Belgium","Female",">=3","5","4","5","6",492.624,552.836,566.269
"Belgium","Belgium","Female",">=3","4","2","6","1",518.926,561.834,516.813
"Belgium","Belgium","Female",">=3","3","1","7","2",414.978,428.359,451.074
"Belgium","Belgium","Male","0","7","0","3","0",548.065,526.599,518.197
"Belgium","Belgium","Male","1","2",NA,"0",NA,543.08,538.598,531.381
"Belgium","Belgium","Male",">=3","5","0","3","1",639.64,559.273,616.557
"Belgium","Belgium","Male","1","1",NA,"1",NA,343.412,377.762,382.596
"Belgium","Belgium","Female","1","4","2","4","2",486.639,559.965,528.504
"Belgium","Belgium","Female",">=3","5","2","5","2",629.069,629.314,644.656
"Belgium","Belgium","Female","2","3","2","2","2",410.754,459.054,393.567
"Belgium","Belgium","Female",">=3","3","2","2","1",539.292,568.226,547.533
"Belgium","Belgium","Female",">=3","6","4","5","3",469.204,459.429,474.427
"Belgium","Belgium","Female",">=3","3","2","8","3",531.468,553.736,514.558
"Belgium","Belgium","Male",NA,NA,"5",NA,NA,544.014,361.492,471.865
"Belgium","Belgium","Female","2","5","1","5","1",628.595,615.608,587.546
"Belgium","Belgium","Female",">=3","2","1","4","1",488.818,569.504,508.375
"Belgium","Belgium","Male","1",NA,NA,NA,NA,233.782,190.36,246.665
"Belgium","Belgium","Male","2","5",NA,"4","0",464.007,427.578,514.144
"Belgium","Belgium","Female",">=3","5","4","5","5",570.226,556.684,555.654
"Belgium","Belgium","Female",">=3","5","10","7","6",721.622,706.109,688.355
"Belgium","Belgium","Male","2","4","3","0",NA,464.885,400.719,411.817
"Belgium","Belgium","Female",">=3","5","2","3","1",660.249,582.464,592.407
"Belgium","Belgium","Female","2","4","4","3","3",661.982,642.97,607.773
"Belgium","Belgium","Female",">=3","3","6","3","8",542.432,451.982,447.255
"Belgium","Belgium","Male",">=3","4","2","2","1",460.962,474.054,456.656
"Belgium","Belgium","Female",">=3","5","5","3","3",508.482,479.457,459.26
"Belgium","Belgium","Female","1","5","1","3","1",618.219,673.423,616.29
"Belgium","Belgium","Female",">=3","5","2","4","3",553.886,583.064,577.425
"Belgium","Belgium","Male","1","4","4","3","3",342.853,389.333,356.558
"Belgium","Belgium","Male","1","0",NA,"0",NA,499.225,451.856,417.119
"Belgium","Belgium","Female",">=3","4","1","3","2",513.997,550.439,537.991
"Belgium","Belgium","Male",">=3","0","0","0","0",533.861,469.25,515.727
"Belgium","Belgium","Male","2","7","4","7","4",504.716,406.666,447.015
"Belgium","Belgium","Female","1","2","5","3","4",527.692,554.684,554.599
"Belgium","Belgium","Female",">=3","2",NA,"0",NA,473.445,520.352,464.047
"Belgium","Belgium","Female","2","3","2","7","3",323.044,346.999,380.502
"Belgium","Belgium","Male",">=3","4","4","2","2",513.653,537.597,504.379
"Belgium","Belgium","Male","2","5","6","3","2",624.432,622.724,646.496
"Belgium","Belgium","Male",">=3","6","3","3","2",396.754,356.014,406.953
"Belgium","Belgium","Male",">=3","5","2","7","2",614.413,542.032,579.734
"Belgium","Belgium","Female","1","1","2","1","2",398.973,459.802,439.045
"Belgium","Belgium","Male","2","4",NA,"1",NA,452.068,397.027,411.509
"Belgium","Belgium","Female","1","8","8","2","2",321.875,331.681,290.602
"Belgium","Belgium","Female","2","5","5","1","1",615.191,626.972,600.673
"Belgium","Belgium","Female","1",NA,NA,NA,NA,315.436,312.427,354.19
"Belgium","Belgium","Female","1","0",NA,"0",NA,391.891,408.583,353.892
"Belgium","Belgium","Male",">=3","7","6","3","4",510.92,481.319,448.048
"Belgium","Belgium","Male",">=3","3","3","2","2",501.205,495.581,557.541
"Belgium","Belgium","Male",">=3","6","8","2","1",634.648,564.632,584.831
"Belgium","Belgium","Female",">=3","4","2","5","3",581.451,612.377,559.541
"Belgium","Belgium","Female",">=3","3","1","4","2",461.048,492.219,456.415
"Belgium","Belgium","Female","2","5","3","8","5",576.47,544.631,582.116
"Belgium","Belgium","Male",NA,NA,NA,NA,NA,560.15,474.636,533.446
"Belgium","Belgium","Male",">=3","5","5","0",NA,455.623,492.326,451.191
"Belgium","Belgium","Female",">=3","4","4","4","4",552.793,598.285,633.975
"Belgium","Belgium","Female",">=3","3","3","4","4",464.105,453.819,466.279
"Belgium","Belgium","Male","1","5","6","6","3",452.963,432.629,493.221
"Belgium","Belgium","Male","1","3",NA,"0",NA,431.565,345.091,331.406
"Belgium","Belgium","Male",">=3","4","1","2","1",507.89,480.677,475.109
"Belgium","Belgium","Female","1","0",NA,"0",NA,441.096,326.382,329.37
"Belgium","Belgium","Female",">=3","2",NA,"0",NA,452.849,465.691,483.819
"Belgium","Belgium","Male",">=3","5","2","3","1",590.5,605.832,599.363
"Belgium","Belgium","Female","1","5","3","3","3",623.776,665.301,552.455
"Belgium","Belgium","Male",">=3","5","5","7","4",618.49,598.238,609.434
"Belgium","Belgium","Male",">=3","5","4","2","1",552.652,518.48,556.413
"Belgium","Belgium","Male",">=3","8","2","6","0",695.05,595.378,636.025
"Belgium","Belgium","Female","2","5","2","4","3",615.718,623.675,666.477
"Belgium","Belgium","Male",">=3","5","3","6","2",680.497,611.763,633.63
"Belgium","Belgium","Female",">=3","4","7","2","2",522.18,608.709,581.639
"Belgium","Belgium","Male","1",NA,NA,NA,NA,442.571,431.678,443.044
"Belgium","Belgium","Female","2","0",NA,"0",NA,436.239,467.133,408.257
"Belgium","Belgium","Female",">=3","5","4","2","1",499.007,574.721,535.121
"Belgium","Belgium","Male",">=3","4","1","3","0",599.18,608.128,630.496
"Belgium","Belgium","Female",">=3","4","2","11","5",597.09,626.422,608.054
"Belgium","Belgium","Male","2","2",NA,"0",NA,550.691,522.268,540.092
"Belgium","Belgium","Female",">=3","4","2","4","2",606.324,640.587,588.106
"Belgium","Belgium","Male",">=3","4","4","3","2",383.102,328.281,357.466
"Belgium","Belgium","Female","2",NA,NA,NA,NA,262.524,350.885,305.044
"Belgium","Belgium","Female",">=3","5","2","3","1",595.33,717.722,665.831
"Belgium","Belgium","Female","2","5","6","10","8",527.159,578.81,509.648
"Belgium","Belgium","Male",">=3","5","0","3","2",708.416,602.097,650.677
"Belgium","Belgium","Male",">=3","3","3","0",NA,440.226,453.017,441.681
"Belgium","Belgium","Male",NA,"4","2","2","0",571.268,483.15,562.656
"Belgium","Belgium","Male",">=3","5","4","6","1",626.004,627.831,675.085
"Belgium","Belgium","Male","2","2",NA,"0",NA,436.372,496.187,379.778
"Belgium","Belgium","Male","2","4","3","3","2",427.003,519.111,468.95
"Belgium","Belgium","Female","1","5","4","7","1",458.039,381.362,382.73
"Belgium","Belgium","Male","2","5",NA,"5",NA,495.108,464.244,429.555
"Belgium","Belgium","Male",">=3","6","4","2","2",363.364,311.835,316.759
"Belgium","Belgium","Female",">=3","5","6","7","6",452.388,466.228,449.314
"Belgium","Belgium","Female",">=3","5","2","3","2",665.664,644.383,638.302
"Belgium","Belgium","Female",">=3","3","1","5","1",553.192,568.444,503.682
"Belgium","Belgium","Female","2","3","3","6","4",443.071,481.903,500.57
"Belgium","Belgium","Male",">=3","5",NA,"6",NA,579.678,557.823,541.62
"Belgium","Belgium","Male",">=3","4","1","4","1",580.935,639.018,638.503
"Belgium","Belgium","Male",">=3",NA,NA,NA,NA,388.248,440.079,426.613
"Belgium","Belgium","Male",">=3","3","11","1","3",496.247,472.316,533.919
"Belgium","Belgium","Female","2","5","4","3","2",650.694,597.857,570.668
"Belgium","Belgium","Male",">=3","3","3","1","1",490.076,499.323,466.447
"Belgium","Belgium","Male",">=3",NA,NA,NA,NA,593.711,597.462,613.283
"Belgium","Belgium","Female",">=3","2","2","2","1",478.51,474.67,521.42
"Belgium","Belgium","Male",">=3","5","5","5","5",633.126,644.139,663.018
"Belgium","Belgium","Male",">=3","5","5","5","3",596.78,603.597,652.572
"Belgium","Belgium","Male",">=3","4","4","3","3",596.496,599.952,620.708
"Belgium","Belgium","Female",">=3","4","4","1","4",530.132,458.068,484.846
"Belgium","Belgium","Male",">=3","4","4","3","3",598.336,562.292,641.046
"Belgium","Belgium","Male",">=3","4","4","5","3",633.502,573.632,661.066
"Belgium","Belgium","Female","2","3","1","3","3",442.575,473.407,478.379
"Belgium","Belgium","Male","2","0",NA,"0",NA,328.033,277.369,286.703
"Belgium","Belgium","Male","1",NA,NA,NA,NA,305.22,357.706,364.065
"Belgium","Belgium","Female",">=3","2","2","0","0",550.536,548.283,509.619
"Belgium","Belgium","Male",NA,NA,NA,NA,NA,324.997,261.074,354.498
"Belgium","Belgium","Female",">=3","4","4","3","2",409.904,477.236,427.612
"Belgium","Belgium","Female","2","5","7","3","4",486.852,574.256,534.221
"Belgium","Belgium","Male","2","3","3","1","1",375.233,424.022,417.602
"Belgium","Belgium","Female",">=3","5","3","6","2",737.861,610.041,633.148
"Belgium","Belgium","Male","2","5","6","5","4",681.146,758.814,725.399
"Belgium","Belgium","Female","1","5","5","7","2",461.597,498.637,493.073
"Belgium","Belgium","Male","1","2","2","0",NA,352.684,374.138,355.333
"Belgium","Belgium","Male",">=3","6",NA,"4",NA,420.962,386.553,416.616
"Belgium","Belgium","Male",">=3","5",NA,"3",NA,612.198,564.751,611.851
"Belgium","Belgium","Female",">=3","4","2","4","1",607.261,642.479,622.506
"Belgium","Belgium","Male",">=3","5","10","3","3",416.195,340.183,285.644
"Belgium","Belgium","Female",">=3","4","5","4","6",523.105,521.024,554.813
"Belgium","Belgium","Male","2","5","1","3","1",691.863,680.082,726.766
"Belgium","Belgium","Female","1","5","2","3","3",555.204,589.183,572.099
"Belgium","Belgium","Male",">=3","3","3","4","4",416.203,461.137,350.332
"Belgium","Belgium","Male","2","5","1","3","1",589.369,510.852,496.566
"Belgium","Belgium","Male","0","2",NA,"2",NA,395.509,323.843,373.033
"Belgium","Belgium","Male",">=3","5","0","5","2",632.335,567.12,610.047
"Belgium","Belgium","Female",">=3","0","0","0","0",542.018,526.636,493.407
"Belgium","Belgium","Male",">=3",NA,NA,NA,NA,387.569,261.226,356.809
"Belgium","Belgium","Female",">=3","5","2","5","4",646.829,551.865,546.07
"Belgium","Belgium","Female",">=3","5","1","3","1",715.461,673.048,689.939
"Belgium","Belgium","Male","1","6","5","4","5",435.02,434.166,417.762
"Belgium","Belgium","Male",">=3","5","2","3","1",540.186,438.747,502.09
"Belgium","Belgium","Female","1","6","0","4","0",567.604,635.709,610.301
"Belgium","Belgium","Male","2",NA,"5","34","4",469.598,432.874,427.4
"Belgium","Belgium","Female",">=3","5","12","6","10",735.071,798.696,745.319
"Belgium","Belgium","Male",">=3","4","1","3",NA,593.672,585.174,580.438
"Belgium","Belgium","Male","2","5","15","5","7",622.406,569.876,550.576
"Belgium","Belgium","Male","0",NA,NA,NA,NA,453.062,404.593,420.339
"Belgium","Belgium","Female",">=3","4","3","3","2",581.427,620.357,547.831
"Belgium","Belgium","Female","2","4","3","4","5",560.259,604.084,512.607
"Belgium","Belgium","Male","2","1","1","2","0",531.125,506.062,481.791
"Belgium","Belgium","Male","1","4","6","5","4",578.987,537.564,539.316
"Belgium","Belgium","Female",">=3","5","3","3","1",468.36,499.406,504.078
"Belgium","Belgium","Female",">=3","4","3","3","4",598.364,718.94,721.634
"Belgium","Belgium","Male",">=3","4","1","3","1",636.829,665.938,634.421
"Belgium","Belgium","Male",">=3","4","1","2","1",533.229,622.362,537.974
"Belgium","Belgium","Female","2","5","6","3","6",443.19,510.738,430.188
"Belgium","Belgium","Female",">=3","4","2","3","2",620.131,638.092,610.853
"Belgium","Belgium","Female","1","5","2","5","3",483.969,469.046,510.382
"Belgium","Belgium","Female","1","5","4","3","2",621.43,595.668,590.818
"Belgium","Belgium","Male",">=3",NA,NA,NA,NA,575.953,572.009,557.024
"Belgium","Belgium","Female",">=3","6","0","0","0",363.281,377.065,396.659
"Belgium","Belgium","Female","2","4","0","3","1",474.873,509.434,471.909
"Belgium","Belgium","Male",">=3","4","10","4","6",639.464,671.681,700.195
"Belgium","Belgium","Male",">=3","2","1","2","2",443.538,513.856,448.903
"Belgium","Belgium","Male",">=3","4","3","0",NA,480.345,506.111,499.325
"Belgium","Belgium","Male",">=3","3",NA,"2",NA,450.266,305.114,455.318
"Belgium","Belgium","Female",">=3","3","2","5","4",478.729,571.824,538.949
"Belgium","Belgium","Male",">=3","5","3","7","4",606.945,531.701,535.904
"Belgium","Belgium","Female",">=3","4","2","4","2",588.177,571.93,577.702
"Belgium","Belgium","Male","2","5","4","10","2",484.192,507.6,485.007
"Belgium","Belgium","Male",">=3","4","4","5",NA,601.218,592.395,583.035
"Belgium","Belgium","Male","1","5","5","3","3",489.101,480.431,571.209
"Belgium","Belgium","Female",">=3","3","4","1","0",517.529,520.1,517.508
"Belgium","Belgium","Female",">=3","4","4","3","2",460.601,449.263,474.967
"Belgium","Belgium","Female","2","4","4","3","3",555.377,545.169,564.39
"Belgium","Belgium","Male",">=3","5","1","8","1",530.84,513.015,583.902
"Belgium","Belgium","Male",">=3","3","3","0",NA,537.915,479.25,468.309
"Belgium","Belgium","Female","2","6","10","3","1",367.734,369.102,386.071
"Belgium","Belgium","Male",">=3","5","3","3","1",606.395,510.292,522.294
"Belgium","Belgium","Female",">=3","7",NA,"7",NA,374.944,364.737,417.885
"Belgium","Belgium","Female","2","2","2","0",NA,334.056,393.142,383.4
"Belgium","Belgium","Male","2","5","4","5","7",548.89,601.913,575.698
"Belgium","Belgium","Male","2","5","3","0","1",594.516,615.195,590.927
"Belgium","Belgium","Male","0",NA,NA,NA,NA,400.384,333.447,365.674
"Belgium","Belgium","Female",">=3","5","4","7","6",548.605,605.001,559.107
"Belgium","Belgium","Male","2","4","2","3","1",668.553,625.259,648.989
"Belgium","Belgium","Female",">=3","4","3","2","1",457.618,573.09,478.992
"Belgium","Belgium","Male","1",NA,NA,NA,NA,510.341,407.128,468.192
"Belgium","Belgium","Male","2","3","1","2","1",443.633,404.947,417.855
"Belgium","Belgium","Male","2","4",NA,"1",NA,307.209,286.97,305.64
"Belgium","Belgium","Male","1","7","3","3","3",385.68,407.745,427.084
"Belgium","Belgium","Male","2","6","3","3","1",664.798,620.602,648.072
"Belgium","Belgium","Female","1","3","1","4","2",581.28,658.479,578.628
"Belgium","Belgium","Male",">=3","5","1","3","1",622.77,514.795,529.378
"Belgium","Belgium","Female",">=3","5","4","3","2",606.366,592.193,602.019
"Belgium","Belgium","Female",">=3","5","4","5","3",506.576,446.365,547.164
"Belgium","Belgium","Female",">=3","2","2","2","2",428.703,327.28,330.56
"Belgium","Belgium","Female","1","6","6","6",NA,403.181,405.132,381.355
"Belgium","Belgium","Female","1","0",NA,"0",NA,368.44,397.201,414.204
"Belgium","Belgium","Female",">=3","3","1","0",NA,458.537,446.578,431.199
"Belgium","Belgium","Male","2","5",NA,"5",NA,589.313,573.354,567.898
"Belgium","Belgium","Male",">=3","6","5","5","5",496.179,430.734,438.986
"Belgium","Belgium","Female","0","2",NA,"0",NA,323.098,366.37,346.149
"Belgium","Belgium","Male",">=3","4","1","6","1",489.054,560.698,562.106
"Belgium","Belgium","Male",">=3","5","1","7","1",595.773,602.739,689.232
"Belgium","Belgium","Female",">=3","5","2","4","2",569.919,660.814,616.093
"Belgium","Belgium","Male","2","5","2","15","5",562.141,520.978,564.56
"Belgium","Belgium","Male",">=3","6","6","0","1",462.38,329.058,421.164
"Belgium","Belgium","Male",">=3","3","1","2","1",577.545,565.416,649.026
"Belgium","Belgium","Female",">=3",NA,NA,NA,NA,495.591,539.556,444.239
"Belgium","Belgium","Male",">=3","1","1","2","2",589.111,504.924,600.712
"Belgium","Belgium","Female",">=3","3","3","2","2",400.638,425.031,439.42
"Belgium","Belgium","Male",">=3","6","7","6","7",517.464,608.733,553.655
"Belgium","Belgium","Male","2",NA,NA,NA,NA,364.497,339.319,378.194
"Belgium","Belgium","Female","1","2","0","2","0",480.214,559.268,541.036
"Belgium","Belgium","Female",">=3","3","8","2","5",577.669,646.626,578.665
"Belgium","Belgium","Male",">=3","3","3","0",NA,453.932,408.721,451.345
"Belgium","Belgium","Male","2","5","7","5","7",452.647,426.128,450.896
"Belgium","Belgium","Female","2","5","1","6","1",530.777,575.343,524.716
"Belgium","Belgium","Female","2","5","2","3","1",621.65,628.844,627.665
"Belgium","Belgium","Female","2","6","3","7","4",521.904,547.783,535.124
"Belgium","Belgium","Male","1","6","6","0",NA,371.587,328.892,388.296
"Belgium","Belgium","Female",">=3","4","1","3","1",443.329,501.743,482.488
"Belgium","Belgium","Female",">=3","3","4","0",NA,510.022,501.228,496.552
"Belgium","Belgium","Male",">=3","2","8","4","13",593.24,530.673,597.165
"Belgium","Belgium","Female",">=3","4","5","4","3",459.333,439.154,450.221
"Belgium","Belgium","Male",">=3","3","15","1","10",492.47,494.549,471.762
"Belgium","Belgium","Male","2","5","4","6","4",596.494,585.301,623.893
"Belgium","Belgium","Female",">=3","6","3","6","5",576.658,540.052,586.925
"Belgium","Belgium","Male","2","4","1","2",NA,601.898,625.707,619.782
"Belgium","Belgium","Male",">=3","3","4","2","1",516.747,527.453,514.845
"Belgium","Belgium","Male","1","5","20","3","2",463.679,548.059,486.714
"Belgium","Belgium","Female","1",NA,NA,NA,NA,445.518,337.614,377.134
"Belgium","Belgium","Male",">=3","5","5","3","1",590.653,574.603,671.377
"Belgium","Belgium","Female","2","5","1","6","3",522.416,593.932,566.548
"Belgium","Belgium","Female",">=3","2","2","6","7",491.678,454.897,504.709
"Belgium","Belgium","Female",">=3","5","1","4","1",526.288,461.891,456.76
