"CNT","Gender","Computers_at_home","Hours_maths_school","Hours_maths_at_home","Hours_science_school","Hours_science_at_home","PV1MATH","PV1READ","PV1SCIE"
"United Kingdom","Male","2","4",NA,"4",NA,500.911,571.617,496.655
"United Kingdom","Female",">=3","4","6","14","9",606.896,541.019,560.808
"United Kingdom","Female",">=3","4","0","5","1",729.779,676.308,692.583
"United Kingdom","Female",">=3","4","1","4","1",484.562,551.639,487.1
"United Kingdom","Female",">=3","4","4","4","2",471.363,448.474,464.328
"United Kingdom","Female",">=3","4","1","4","1",686.377,646.184,686.489
"United Kingdom","Female",">=3","5","4","5","2",577.044,523.606,539.267
"United Kingdom","Female","1","4","4","2","2",559.139,503.512,525.608
"United Kingdom","Male","1","3","19","4","13",568.704,418.249,521.762
"United Kingdom","Male","2","4","3","3","2",669.866,490.302,595.282
"United Kingdom","Male",">=3","4","5","5","3",555.032,506.465,489.739
"United Kingdom","Male",">=3","4","4","5","2",717.895,585.706,624.45
"United Kingdom","Male",">=3","4",NA,"4","1",634.698,631.44,632.175
"United Kingdom","Male","2","4","5","4","5",664.426,480.787,515.36
"United Kingdom","Male",">=3","4","1","5","1",518.006,507.667,490.734
"United Kingdom","Female",">=3","4","3","6","5",580.329,561.007,585.479
"United Kingdom","Female",">=3","4","1","3","1",633.763,579.873,645.762
"United Kingdom","Female",">=3","5","5","4","4",459.443,416.43,397.586
"United Kingdom","Female",">=3","4","3","6","3",611.029,601.725,608.592
"United Kingdom","Female",">=3","3","6","2","3",676.082,621.004,588.714
"United Kingdom","Female",">=3","5","3","4","6",602.008,592.405,608.613
"United Kingdom","Male",">=3","4","4","6","6",602.757,499.699,572.676
"United Kingdom","Male",">=3","3","3","2","1",657.13,697.295,662.663
"United Kingdom","Male","1","4","4","6","3",686.465,627.585,697.396
"United Kingdom","Male",">=3","0",NA,"0",NA,662.013,538.79,570.293
"United Kingdom","Male","2","5","9","7","9",620.678,583.618,572.02
"United Kingdom","Male","2","5","4","10","7",593.56,555.587,655.727
"United Kingdom","Female","2","3","3","4","4",354.703,339.674,417.948
"United Kingdom","Female","1","4","3","8","2",477.294,456.63,531.57
"United Kingdom","Female",">=3","5","5","5","5",319.456,353.28,420.705
"United Kingdom","Female",">=3","4","4","3","5",343.913,343.306,415.261
"United Kingdom","Female","1","4","5","5","5",496.66,565.405,536.488
"United Kingdom","Female",">=3","5","6","7","2",451.577,503.254,545.385
"United Kingdom","Female",">=3","3","3","5","2",307.99,374.931,408.076
"United Kingdom","Female","1","5","5","5","5",444.494,431.657,526.747
"United Kingdom","Female","1","3","4","3","2",385.934,401.301,462.301
"United Kingdom","Female","2","3","4","4","4",412.875,445.144,480.34
"United Kingdom","Female",">=3","4","1","5","1",529.566,588.572,623.547
"United Kingdom","Male","2","3","1","5","2",488.884,478.509,518.36
"United Kingdom","Male","2","4","5","7","8",462.468,407.113,472.513
"United Kingdom","Male","2","3","4","3","4",527.857,492.985,539.033
"United Kingdom","Male","2","4","4","5","5",344.295,355.634,370.212
"United Kingdom","Male",">=3","5","2","9","3",622.552,518.336,630.356
"United Kingdom","Male","2","3","1","5","3",547.845,560.052,619.838
"United Kingdom","Male","2","4","6","4","4",393.824,541.884,479.934
"United Kingdom","Male","2","5","5","7","2",441.426,494.155,552.296
"United Kingdom","Male","0","7","20","4","15",299.669,332.845,357.657
"United Kingdom","Male","1","4",NA,"4",NA,416.136,407.201,470.482
"United Kingdom","Female",">=3","4","2","6","6",466.9,586.318,526.836
"United Kingdom","Female","2","5","3","9","4",406.317,340.341,367.374
"United Kingdom","Female","1","3","4","5","5",523.051,502.767,518.638
"United Kingdom","Female",">=3","4","7","4","7",527.68,512.897,532.813
"United Kingdom","Female",">=3","4","14","5","14",384.994,343.717,347.286
"United Kingdom","Female",">=3","3","5","4","4",491.81,506.792,554.333
"United Kingdom","Female","2","3","0","4","0",520.352,530.162,516.879
"United Kingdom","Female","1","3","4","5","5",338.806,390.59,334.524
"United Kingdom","Female",">=3","4","4","4","4",460.844,451.326,460.64
"United Kingdom","Female",">=3","3",NA,"5",NA,432.839,462.042,489.954
"United Kingdom","Female","2","2","4","7","7",338.715,262.205,313.942
"United Kingdom","Female",">=3","3","4","5","3",371.753,496.289,430.538
"United Kingdom","Female",">=3","3","5","5","2",497.635,559.939,560.179
"United Kingdom","Male","2","3","3","5","1",442.491,520.431,480.194
"United Kingdom","Male",">=3","3","1","5","0",590.846,555.388,616.852
"United Kingdom","Male","2","3","2","5","1",589.653,608.086,650.105
"United Kingdom","Male",">=3","4","2","7","1",521.418,562.637,498.219
"United Kingdom","Male","2","3","3","5","1",507.793,572.245,569.674
"United Kingdom","Male",">=3","4","4","4","2",520.322,520.235,572.651
"United Kingdom","Male","1","7","5","9","6",272.972,310.503,382.873
"United Kingdom","Male","2","4","15","4","15",407.426,381.039,399.996
"United Kingdom","Male","1","3",NA,"5",NA,509.469,502.584,507.19
"United Kingdom","Male",">=3","7","7","14","7",558.923,531.076,604.112
"United Kingdom","Male",">=3","4","4","4","4",494.676,431.614,502.252
"United Kingdom","Male",">=3","4","4","9","2",594.736,574.312,604.236
"United Kingdom","Male",">=3","3","4","5","2",600.691,615.511,639.07
"United Kingdom","Male",">=3","4","5","5","5",551.364,516.28,577.537
"United Kingdom","Male","1","7","23","5","9",422.589,469.018,456.967
"United Kingdom","Male",">=3","6","4","10","3",528.959,511.693,542.005
"United Kingdom","Male",">=3","7","2","10",NA,591.141,474.198,507.966
"United Kingdom","Male","1","6","3","10","3",607.346,536.573,624.911
"United Kingdom","Male","1","6",NA,"10","6",470.347,442.614,442.655
"United Kingdom","Male","2","8","2","3","1",507.121,451.793,528.329
"United Kingdom","Male","2","4","3","3","3",541.44,503.002,509.069
"United Kingdom","Male","1","6",NA,"10",NA,603.303,552.508,600.528
"United Kingdom","Male",">=3","8","2","6","1",527.067,489.374,542.418
"United Kingdom","Male",">=3","6","5","10","5",578.474,583.816,569.021
"United Kingdom","Male","1","6","4","10","3",603.067,597.885,612.639
"United Kingdom","Male","2","6","5","6","5",424.697,431.91,372.032
"United Kingdom","Male",">=3","5","1","12","1",525.132,562.949,570.157
"United Kingdom","Male","1","6","6","8","3",509.839,502.381,582.808
"United Kingdom","Male",">=3","6","1","3","2",519.09,496.22,494.516
"United Kingdom","Male",">=3","6","12","4","3",508.879,445.27,512.329
"United Kingdom","Male","2","6","5","10","8",587.199,584.08,572.126
"United Kingdom","Male",">=3","6","1","9","7",509.553,531.542,535.118
"United Kingdom","Male","1","6","1","4",NA,475.038,471.609,537.286
"United Kingdom","Male",">=3","6","10","4",NA,583.056,618.282,630.117
"United Kingdom","Male","1","8","6","7","4",474.316,428.642,477.5
"United Kingdom","Male","2","6","3","10","1",449.479,434.824,446.249
"United Kingdom","Male","1","6","5","13","2",520.397,550.882,530.691
"United Kingdom","Male","2","6",NA,"3","0",472.741,554.248,505.748
"United Kingdom","Male","1","4","1","4","1",550.815,593.116,580.81
"United Kingdom","Male","2","6","0","3","0",442.353,466.065,424.345
"United Kingdom","Male",">=3","6","10","3","10",617.294,559.28,598.998
"United Kingdom","Male",">=3","6","8","6","4",689.038,695.049,715.121
"United Kingdom","Male",">=3","6","2","12","1",712.697,580.595,706.227
"United Kingdom","Male",">=3","9","1","9","1",606.941,583.834,600.001
"United Kingdom","Male",">=3","5","2","9","3",575.988,546.475,618.952
"United Kingdom","Male",">=3","6","3","6","3",613.546,537.86,600.93
"United Kingdom","Male",">=3","6","4","12","4",449.904,402.106,445.318
"United Kingdom","Male",">=3","5","0","18","4",638.783,730.011,689.648
"United Kingdom","Male",">=3","4","4","4","1",721.879,642.082,744.446
"United Kingdom","Male",">=3","6","5","6","4",654.783,551.867,640.507
"United Kingdom","Male",">=3","5","0","6","1",650.939,597.659,679.079
"United Kingdom","Male","1","4","5","4","4",627.503,607.798,653.301
"United Kingdom","Male","1","6","3","12","10",577.029,564.725,600.861
"United Kingdom","Male",">=3","5","1","10","1",521.711,483.658,569.041
"United Kingdom","Male",">=3","5","2","7","2",526.598,480.146,525.471
"United Kingdom","Male",">=3","5","4","9","4",490.334,418.327,516.17
"United Kingdom","Male",">=3","4","2","6","3",526.695,532.543,579.83
"United Kingdom","Male",">=3","5","3","4","2",649.025,669.069,678.936
"United Kingdom","Male","2","5","3","9","3",523.627,524.418,544.421
"United Kingdom","Male",">=3","5","3","6","3",634.152,560.329,624.66
"United Kingdom","Male",">=3","5","6","6","4",567.702,521.021,578.337
"United Kingdom","Male",">=3","5","1","9","2",535.872,521.326,619.897
"United Kingdom","Male","1","5","4","5","4",554.642,430.905,515.115
"United Kingdom","Male",">=3","5","1","7","1",632.794,588.546,636.291
"United Kingdom","Male","2","5","10","9","5",617.489,691.84,749.938
"United Kingdom","Male",">=3","6","4","6","4",602.944,606.754,586.13
"United Kingdom","Male",">=3","5","3","3","3",593.344,547.131,563.872
"United Kingdom","Male",">=3","5","2","9","2",588.752,529.983,591.782
"United Kingdom","Male",">=3","14","4","10","2",582.886,565.786,610.171
"United Kingdom","Female","2","4","7","7","7",423.65,513.616,455.828
"United Kingdom","Male","1","4","3","5","6",434.963,522.005,473.353
"United Kingdom","Male",">=3","5","5","5","4",528.292,452.408,508.426
"United Kingdom","Female","1","5","6","6","7",468.713,486.365,480.313
"United Kingdom","Female",NA,NA,NA,NA,NA,466.066,468.442,446.218
"United Kingdom","Female",">=3","4","4","4","12",427.354,459.115,453.941
"United Kingdom","Female","2","4","4","4","4",449.324,442.868,464.84
"United Kingdom","Female",">=3","4","6","4","6",427.602,491.72,435.38
"United Kingdom","Female","2","4","2","6","2",410.254,426.563,377.598
"United Kingdom","Female","2","5","4","10","3",568.371,583.076,568.793
"United Kingdom","Female",">=3","4","2","8","1",494.384,541.415,498.495
"United Kingdom","Female","1","4","8","5","5",368.653,397.259,376.14
"United Kingdom","Male","2","4","2","10",NA,397.106,423.722,427.37
"United Kingdom","Male","1","4","2","3","1",449.729,429.972,450.135
"United Kingdom","Male","2","5","5","5","5",578.017,545.777,580.076
"United Kingdom","Male","1","5","1","8","1",507.034,508.107,559.142
"United Kingdom","Male",">=3","6","10","8","15",299.595,395.976,383.915
"United Kingdom","Male","2","4","7","4","9",459.658,436.193,397.864
"United Kingdom","Male","1","4","6","6","6",511.816,459.287,486.891
"United Kingdom","Male","2","5","6","5","4",501.752,474.13,472.914
"United Kingdom","Male",">=3","5","2","7","2",608.102,581.184,607.912
"United Kingdom","Male",">=3","4","4","6","6",514.788,542.633,556.095
"United Kingdom","Male","2","4","5","7","5",412.58,385.952,401.885
"United Kingdom","Male","2","5","3","12","4",451.345,550.121,541.45
"United Kingdom","Male","1","6","2","3","2",349.127,351.233,367.622
"United Kingdom","Male","2","6","2","0",NA,436.019,473.565,466.218
"United Kingdom","Male",">=3","4","2","6","2",453.826,388.708,390.067
"United Kingdom","Female","0","4","6","8","10",436.367,436.686,438.023
"United Kingdom","Female","1","5","1","4","5",377.461,406.338,444.417
"United Kingdom","Female",">=3","5","6","4","5",416.784,390.818,405.46
"United Kingdom","Male","2","4","9","5","7",475.145,475.976,478.268
"United Kingdom","Male",">=3","5","3","8","3",488.442,441.399,533.706
"United Kingdom","Male","2","4","1","4","1",437.586,427.995,422.921
"United Kingdom","Female","2","5","5","8","14",455.014,463.338,478.256
"United Kingdom","Female",">=3","5","3","8","6",398.629,409.735,423.177
"United Kingdom","Female","1","6","7","0","0",419.383,432.428,412.077
"United Kingdom","Female",">=3","5","3","4","3",491.407,516.372,497.206
"United Kingdom","Female","2","5","6","4","4",520.015,536.471,550.154
"United Kingdom","Female","2","6","1","9","1",425.253,544.248,453.318
"United Kingdom","Female","1","5","7","4","3",447.977,463.31,424.239
"United Kingdom","Female","2","5","2","8","5",505.442,546.533,564.834
"United Kingdom","Female","2","5","4","8","8",532.564,586.155,589.712
"United Kingdom","Male",">=3","5","1","8","1",602.784,609.908,671.118
"United Kingdom","Male","1","4",NA,"8",NA,576.995,510.818,553.273
"United Kingdom","Male",">=3","6","1","9","4",515.689,541.821,514.696
"United Kingdom","Male","2","5","2","8","1",545.813,570.675,609.71
"United Kingdom","Male",">=3","6","1","6","1",514.89,566.931,527.394
"United Kingdom","Male",">=3","5","2","0",NA,415.128,430.415,397.34
"United Kingdom","Male",">=3","5","5","5","5",405.893,408.533,440.676
"United Kingdom","Male","1","5","2","0",NA,408.696,456.134,434.429
"United Kingdom","Male",">=3","5","5","5","4",488.862,572.326,522.423
"United Kingdom","Female","1","7","10","10","14",412.096,434.997,386.893
"United Kingdom","Female",">=3","7","4","9","4",480.507,466.748,474.137
"United Kingdom","Female","1","7","5","3","3",390.236,482.297,400.552
"United Kingdom","Female",">=3","10","4","16","7",542.673,496.926,499.799
"United Kingdom","Female","1","7","2","10","3",530.206,553.053,546.451
"United Kingdom","Female",">=3","7","6","9","4",482.979,557.139,472.968
"United Kingdom","Female","2","6","4","9","3",524.633,432.944,472.742
"United Kingdom","Female","2","6","2","4","3",531.423,620.041,630.699
"United Kingdom","Female","2","6","22","10","22",573.039,594.332,574.307
"United Kingdom","Female","1","6","2","4","2",523.754,561.017,562.286
"United Kingdom","Female",">=3","6","5","10","4",521.871,529.792,526.478
"United Kingdom","Female",">=3","6","4","4","2",592.504,550.239,581.385
"United Kingdom","Female",">=3","6","6","4","10",494.908,602.037,522.659
"United Kingdom","Female",">=3","6","3","3","4",516.454,519.318,545.816
"United Kingdom","Female","0","6","2","3","1",597.318,632.623,612.139
"United Kingdom","Female",">=3","7","2","10","3",552.224,546.883,576.309
"United Kingdom","Female","2","6","2","4","1",439.298,520.404,494.411
"United Kingdom","Female",">=3","6","16","9","20",583.758,647.324,599.74
"United Kingdom","Female","2","6","9","10","7",562.474,479.181,510.6
"United Kingdom","Female","1","6","5","10","4",556.119,690.1,630.184
"United Kingdom","Female","2","6","14","10","15",474.483,534.929,498.697
"United Kingdom","Female",NA,NA,NA,NA,NA,509.364,538.444,574.043
"United Kingdom","Female","2","6","4","10","4",486.989,502.78,506.472
"United Kingdom","Female",">=3","6","15","12","20",588.391,581.466,573.449
"United Kingdom","Female",">=3","6","4","12","7",509.478,515.443,577.423
"United Kingdom","Female","2","6","4","10","7",465.996,557.952,500.198
"United Kingdom","Female",">=3","6","6","10","11",446.513,501.192,479.052
"United Kingdom","Female","2","6","8","4","6",513.445,541.52,494.965
"United Kingdom","Female","2","4","5","4","4",358.044,326.815,356.974
"United Kingdom","Female",">=3","5","2","7","2",643.906,572.472,594.427
"United Kingdom","Female","1","4","4","7","7",424.674,353.922,385.856
"United Kingdom","Female","2","3","5","3","5",336.444,343.813,293.774
"United Kingdom","Female",">=3","5","1","5","1",606.425,539.351,647.705
"United Kingdom","Female","1","5","5","5","5",542.898,513.373,578.847
"United Kingdom","Female",">=3","5","10","5","10",529.424,582.234,624.643
"United Kingdom","Female",">=3","5","5","5","6",515.276,546.789,561.742
"United Kingdom","Female",">=3","4","4","5","5",538.742,438.906,500.702
"United Kingdom","Female","2","6","4","8","2",392.866,382.517,409.338
"United Kingdom","Female","2","4","4","5","5",358.227,424.77,422.517
"United Kingdom","Female","1","5","5","5","5",604.956,577.809,599.54
"United Kingdom","Female","1","5","0","9","2",591.64,555.989,605.081
"United Kingdom","Female","2","4","3","5","3",445.94,463.137,460.342
"United Kingdom","Male",">=3","5","1","5","1",644.822,514.769,648.25
"United Kingdom","Male","0","4","3","7","6",524.975,396.059,459.684
"United Kingdom","Male","1","4","1","5","1",550.327,422.16,544.47
"United Kingdom","Male",">=3","4","5","5","5",426.738,363.831,433.052
"United Kingdom","Male","2","8","0","13","0",464.999,388.068,415.662
"United Kingdom","Male","1","4","4","7","7",307.06,321.458,320.937
"United Kingdom","Male","1","4","4","6","6",414.827,324.014,404.081
"United Kingdom","Male","2","5","1","5","1",551.96,484.41,543.328
"United Kingdom","Male","1","4","3","5","3",545.061,502.3,599.799
"United Kingdom","Male",">=3","4",NA,"7",NA,562.858,455.059,561.705
"United Kingdom","Female","1","4","4","3","3",506.843,502.228,496.054
"United Kingdom","Female","2","4","5","3","4",369.641,394.145,414.214
"United Kingdom","Female",">=3","4","15","8","13",470.25,413.933,464.261
"United Kingdom","Female","0","4",NA,"3","2",482.12,493.474,499.439
"United Kingdom","Female","1","4","4","4","4",421.01,482.955,434.875
"United Kingdom","Female","2","4","4","4","4",353.005,387.17,387.554
"United Kingdom","Female","2","4","0","3","1",442.561,388.92,379.695
"United Kingdom","Female",">=3","11",NA,"11","6",365.428,361.446,360.443
"United Kingdom","Female",">=3","4","9","4","4",520.909,534.417,493.807
"United Kingdom","Female","2","5","6","3","4",376.454,340.716,384.078
"United Kingdom","Male","2","4","1","4","1",507.156,634.179,609.759
"United Kingdom","Male",">=3","5","30","5","30",406.982,432.09,470.971
"United Kingdom","Male","2","4","4","4","4",532.022,436.427,460.63
"United Kingdom","Male",NA,NA,NA,NA,NA,265.418,356.943,282.755
"United Kingdom","Male","1","11","16","11","15",433.115,249.761,342.428
"United Kingdom","Male","2",NA,NA,NA,NA,417.503,380.07,427.641
"United Kingdom","Male","2","5","11","4","8",362.437,328.097,375.97
"United Kingdom","Male","1","4",NA,"5",NA,500.181,505.865,509.235
"United Kingdom","Male","2","4","5","3","1",529.735,457.152,529.856
"United Kingdom","Male","2","3","3","2","2",353.795,472.04,376.183
"United Kingdom","Male",">=3",NA,NA,NA,NA,294.553,256.006,222.164
"United Kingdom","Male",">=3","4","4","5","5",419.134,367.213,456.269
"United Kingdom","Male",NA,"6","1","10","3",667.384,655.358,759.468
"United Kingdom","Male",">=3","6","2","17","4",418.948,525.181,530.472
"United Kingdom","Male",">=3","6",NA,"5",NA,636.439,580.545,598.352
"United Kingdom","Male",">=3","10","5","5","4",625.515,587.027,582.237
"United Kingdom","Male",">=3","6","4","10","3",576.114,770.053,740.145
"United Kingdom","Male",">=3","6","1","10","2",512.717,555.067,582.249
"United Kingdom","Male",">=3","5","4","9","4",630.981,709.567,720.74
"United Kingdom","Male",">=3","5","4","9","5",617.616,634.778,651.389
"United Kingdom","Male",">=3","6","8","15","5",649.669,692.16,758.721
"United Kingdom","Male","1","6","1","15","1",591.938,653.729,656.558
"United Kingdom","Male",">=3","5","2","5","4",493.15,504.1,529.444
"United Kingdom","Male",">=3","7","2","10","2",567.016,673.43,670.689
"United Kingdom","Male",">=3","6","1","10","3",387.934,440.417,416.726
"United Kingdom","Male",">=3","6","4","15","3",605.463,682.759,702.356
"United Kingdom","Male","2","4","3","3","2",494.745,631.54,625.513
"United Kingdom","Male","2","6","3","11","3",496.437,565.819,589.693
"United Kingdom","Male",">=3","5","12","5","9",505.146,512.199,544.436
"United Kingdom","Male",">=3","6","3","15","3",648.462,722.846,716.266
"United Kingdom","Male",">=3","6","1","6","2",636.481,662.634,626.013
"United Kingdom","Male","2","6","1","12","3",558.351,674.224,645.799
"United Kingdom","Male","2","6","1","10","1",523.122,548.045,607.399
"United Kingdom","Male",">=3","5","1","5","3",574.777,599.889,679.544
"United Kingdom","Male","2","6","2","10","3",617.911,678.346,704.6
"United Kingdom","Male",">=3","5","2","5","2",605.726,723.058,767.842
"United Kingdom","Male","0","7",NA,"5",NA,456.062,515.393,552.901
"United Kingdom","Male",">=3","5","1","5","1",528.324,539.543,559.743
"United Kingdom","Male",">=3","5","2","15","2",535.701,587.274,560.069
"United Kingdom","Male",">=3","20","10","30","20",607.334,569.851,660.369
"United Kingdom","Female",">=3","5","3","5","3",562.15,485.408,463.257
"United Kingdom","Female","2",NA,NA,NA,NA,354.667,433.753,443.998
"United Kingdom","Female",">=3","4","6","5","7",553.284,506.765,532.467
"United Kingdom","Female",">=3","3","2","4","3",553.097,547.423,594.733
"United Kingdom","Female","2","4","4","7","8",399.648,462.368,394.112
"United Kingdom","Female",">=3","7","2","9","2",415.465,445.526,455.134
"United Kingdom","Female","2","4",NA,"4",NA,428.051,415.941,484.104
"United Kingdom","Female",">=3","4","1","5",NA,462.52,485.013,547.753
"United Kingdom","Female","1","4","5","4","5",336.769,464.459,381.732
"United Kingdom","Female","2","5","1","5","1",502.772,414.121,424.265
"United Kingdom","Female","2","4","4","5","5",306.677,422.751,327.343
"United Kingdom","Male","1","4",NA,"5",NA,445.834,450.561,516.673
"United Kingdom","Male","2","5","3","8","2",493.333,525.973,506.216
"United Kingdom","Male","2","3","2","5","1",533.206,505.019,517.781
"United Kingdom","Male",">=3","4","1","8","4",478.574,572.03,561.014
"United Kingdom","Male","1","5",NA,"5",NA,417.107,509.374,543.12
"United Kingdom","Male","1","4","1","5",NA,452.012,486.07,491.932
"United Kingdom","Male",">=3","4","4","2","7",451.638,520.14,496.823
"United Kingdom","Male",">=3","4","2","4","3",602.985,667.283,653.385
"United Kingdom","Male",">=3","4","4","5","5",480.053,455.983,521.178
"United Kingdom","Male","1","4","5","5","6",496.087,456.622,545.964
"United Kingdom","Male",">=3","4","4","4","4",461.889,439.099,445.811
"United Kingdom","Male","1","4",NA,"3",NA,444.893,374.187,438.799
"United Kingdom","Male","1","4","3","5","3",355.729,387.908,439.028
"United Kingdom","Male","1","4","4","5","5",345.169,450.205,401.336
"United Kingdom","Male","1",NA,NA,NA,NA,412.932,389.788,386.679
"United Kingdom","Male","2",NA,NA,NA,NA,433.835,431.43,422.925
"United Kingdom","Male","2","8","30","6","1",377.045,331.291,351.34
"United Kingdom","Male","2","8","3","6","1",361.066,320.596,327.086
"United Kingdom","Male","2","4","4","4","4",434.798,463.702,466.534
"United Kingdom","Male","1","6","12","0",NA,396.731,422.441,405.829
"United Kingdom","Male","2","6","3","10","5",556.701,508.326,538.698
"United Kingdom","Male",">=3","8","3","0",NA,426.279,378.228,381.301
"United Kingdom","Male","2","8","2","0",NA,416.146,440.825,375.252
"United Kingdom","Male","2","8","8","0",NA,491.649,431.185,398.853
"United Kingdom","Male","2",NA,"30",NA,"0",313.732,293.515,366.221
"United Kingdom","Male","1","8","7","8","4",459.602,357.499,439.888
"United Kingdom","Male","2","8","10","12","12",461.411,436.673,379.357
"United Kingdom","Male","1","6","1","10","1",483.164,460.577,521.507
"United Kingdom","Male","2",NA,"5",NA,NA,355.336,312.569,351.81
"United Kingdom","Male","1","5","3","0",NA,342.005,337.686,325.172
"United Kingdom","Male","2","8","8","0",NA,293.508,442.072,337.808
"United Kingdom","Male","2","8","1","0",NA,460.04,454.488,420.312
"United Kingdom","Male","2","8","8","6","4",515.608,543.604,513.282
"United Kingdom","Male",">=3","7","7","9","5",375.364,377.027,394.282
"United Kingdom","Male","2",NA,"3",NA,NA,384.05,316.493,331.629
"United Kingdom","Male","1","8","1","8",NA,307.339,380.144,362.697
"United Kingdom","Female",">=3","5","8","6","8",406.987,370.509,395.258
"United Kingdom","Female",">=3","6","4","9","5",544.623,559.866,592.424
"United Kingdom","Female","2","5",NA,"4",NA,398.829,488.482,366.296
"United Kingdom","Female","2","5","2","6","1",613.507,557.348,598.976
"United Kingdom","Female",">=3","5","2","9","2",516.132,588.319,592.267
"United Kingdom","Female","1","5","4","8","4",466.066,498.151,473.427
"United Kingdom","Female","1","5","4","6","4",390.997,528.896,455.895
"United Kingdom","Female","1","5","4","7","3",299.251,449.375,343.874
"United Kingdom","Female","2","3","5","4","1",265.28,361.904,299.722
"United Kingdom","Female",">=3","5","1","6","1",386.868,512.468,447.181
"United Kingdom","Female","2","5","4","5","3",355.184,449.918,420.755
"United Kingdom","Female",NA,"5","6","8","10",517.721,606.369,603.807
"United Kingdom","Female",">=3","5","0","9","2",391.887,565.256,476.82
"United Kingdom","Female","1","6","4","5","4",505.086,608.22,555.9
"United Kingdom","Female",">=3","5","4","9","3",508.284,628.145,617.762
"United Kingdom","Female","2","5","6","4","3",422.626,464.99,451.106
"United Kingdom","Female","1","5","3","4","1",326.77,447.267,377.728
"United Kingdom","Female",">=3","4","9","6","6",422.418,544.494,468.65
"United Kingdom","Female","2","4","4","4","4",298.062,388.28,363.432
"United Kingdom","Female","2","5","9","6","4",380,473.824,461.842
"United Kingdom","Female",">=3","6","5","6","5",361.299,411.623,432.79
"United Kingdom","Female",">=3","5","1","6","1",441.818,575.047,520.328
"United Kingdom","Female","1","5","2","4","1",266.7,398.252,395.849
"United Kingdom","Female",NA,"5","14","9","14",480.535,434.336,503.587
"United Kingdom","Female","2","5","4","6","3",386.286,469.079,322.132
"United Kingdom","Female","1","5","5","5","5",521.409,540.162,485.592
"United Kingdom","Female",">=3","6","3","6","2",572.368,532.761,613.108
"United Kingdom","Female","1","7","3","7","1",317.752,420.271,389.579
"United Kingdom","Female",">=3","6","8","6","30",475.482,485.139,490.616
"United Kingdom","Female",">=3","6",NA,"6",NA,394.74,469.312,380.589
"United Kingdom","Female","2","6","5","7","6",506.763,481.165,552.318
"United Kingdom","Female",">=3","6","9","6","8",425.038,463.897,483.737
"United Kingdom","Female",">=3","7","3","7","3",508.643,456.294,535.439
"United Kingdom","Female","1","6",NA,"6",NA,450.676,447.099,502.089
"United Kingdom","Female","2","6","5","6","2",449.795,553.272,479.463
"United Kingdom","Male",">=3","5","1","5","0",528.177,367.117,496.49
"United Kingdom","Male",">=3","5","7","5","3",397.652,285.057,435.932
"United Kingdom","Male",">=3","6","2","9","3",571.558,488.126,590.705
"United Kingdom","Male",">=3","6","7","7","7",448.825,371.302,470.286
"United Kingdom","Male",NA,NA,NA,NA,NA,353.1,266.753,346.355
"United Kingdom","Male","2","4","6","4","6",408.223,375.614,433.941
"United Kingdom","Male","2","6","2","6","2",544.435,494.576,556.089
"United Kingdom","Male",">=3","7","5","9","5",645.362,631.202,703.947
"United Kingdom","Male","1","6",NA,"6",NA,475.635,486.97,474.021
"United Kingdom","Male",">=3","6","2","3","1",507.449,447.23,490.545
"United Kingdom","Male","2","6",NA,"7",NA,555.264,566.753,646.314
"United Kingdom","Male","2","7","3","7","1",589.985,589.626,578.312
"United Kingdom","Male","2","6","5","6","5",551.039,482.063,506.244
"United Kingdom","Male","1","6",NA,"6",NA,437.042,428.349,412.913
"United Kingdom","Female",">=3","4","4","8","8",505.498,426.341,472.271
"United Kingdom","Female","2","4","4","4","4",439.541,481.732,438.589
"United Kingdom","Female","2","4","12","8","12",425.318,443.519,451.531
"United Kingdom","Female",">=3","4","10","8","18",467.573,495.038,427.407
"United Kingdom","Female",">=3","4","4","5","5",480.224,506.831,489.502
"United Kingdom","Female","1","4","0","4","0",439.74,492.828,445.902
"United Kingdom","Female",">=3","3","4","4",NA,422.404,444.951,398.438
"United Kingdom","Female",">=3","5","5","5","5",366.438,479.252,368.021
"United Kingdom","Female",">=3","5","4","5","4",293.807,325.735,286.187
"United Kingdom","Female",">=3","4","4","4","4",402.186,458.768,462.077
"United Kingdom","Female","1","4","4","4","4",394.714,415.426,375.447
"United Kingdom","Male","2","4","4","4","4",436.596,381.287,445.451
"United Kingdom","Male",">=3","4","2","8","7",594.128,627.05,667.699
"United Kingdom","Male",">=3","4","10","8","15",513.796,579.503,562.067
"United Kingdom","Male","0","5","0","4","0",489.37,473.299,448.779
"United Kingdom","Male","1","4","1","5","1",390.07,369.915,400.978
"United Kingdom","Male","2","4","2","4",NA,478.01,456.923,465.659
"United Kingdom","Male",">=3","4","5","4","1",464.514,453.982,441.369
"United Kingdom","Male","1","3","4","3","4",398.322,384.113,383.78
"United Kingdom","Male","1","4","1","5","2",369.731,318.798,354.439
"United Kingdom","Male","1","3","4","3","4",449.041,491.589,514.393
"United Kingdom","Male",">=3","4","4","4","4",508.459,398.061,394.417
"United Kingdom","Male",">=3","4","4","5","4",487.319,430.735,457.213
"United Kingdom","Female","2","4","1","10","5",538.806,646.248,643.988
"United Kingdom","Female","1","4","3","7","1",431.122,465.885,381.067
"United Kingdom","Female",">=3","4","8","6","9",437.451,364.647,411.08
"United Kingdom","Female","2","7","1","6",NA,397.155,472.278,366.442
