"CNT","Gender","Computers_at_home","Hours_maths_school","Hours_maths_at_home","Hours_science_school","Hours_science_at_home","PV1MATH","PV1READ","PV1SCIE"
"United Kingdom","Female","2","5","6","5","5",509.53,497.255,548.886
"United Kingdom","Female",">=3","5","5","3","2",505,513.67,479.418
"United Kingdom","Female",">=3","5",NA,"3",NA,383.605,378.144,384.445
"United Kingdom","Female",NA,NA,NA,NA,NA,315.02,315.593,296.337
"United Kingdom","Female","1","10","8","5","5",379.66,381.617,404.772
"United Kingdom","Female",">=3","4","7","5","7",408.541,532.265,448.851
"United Kingdom","Female","1","4","4","3","2",370.484,408.822,373.757
"United Kingdom","Female","1","4","4","3","3",409.298,434.13,448.708
"United Kingdom","Female","1","4","5","5","0",394.712,436.129,359.876
"United Kingdom","Female",">=3","4","4","2","2",349.45,333.95,363.193
"United Kingdom","Female","1","5","3","5","3",590.505,660.585,661.212
"United Kingdom","Female","2","5","2","5",NA,428.036,388.226,402.075
"United Kingdom","Female","1","8","4","10","5",457.55,432.562,456.319
"United Kingdom","Female","2","6","12","6","8",484.75,530.377,523.887
"United Kingdom","Female",">=3","4","4","5","5",355.248,360.774,375.28
"United Kingdom","Female","1","4","6","2","8",451.214,495.018,534.051
"United Kingdom","Female","0","5","22","0",NA,383.067,373.765,322.001
"United Kingdom","Female","2","4","10","6","5",539.869,559.582,569.51
"United Kingdom","Female","2","4","18","3","18",384.119,369.836,377.741
"United Kingdom","Female",NA,NA,NA,NA,NA,351.692,387.96,393.227
"United Kingdom","Female","2","4","2","6","1",586.137,592.098,638.206
"United Kingdom","Female","1","4","4","6","6",459.423,528.701,506.372
"United Kingdom","Female",">=3","4","1","3","1",382.266,456.867,385.247
"United Kingdom","Female","2","4","4","6","3",460.176,489.352,444.789
"United Kingdom","Female","2","5","2","3","1",436.954,517.803,475.09
"United Kingdom","Female","2","4","10","6","20",419.123,450.196,447.9
"United Kingdom","Female","0","4","4","6","6",435.02,502.097,479.234
"United Kingdom","Female",">=3","5","1","3","2",370.841,446.023,457.959
"United Kingdom","Female","1",NA,NA,NA,NA,424.299,443.171,417.237
"United Kingdom","Female",">=3","4",NA,"6",NA,462.35,506.143,473.158
"United Kingdom","Female",">=3","4","8","6","2",525.66,539.875,570.852
"United Kingdom","Female","1","4",NA,"6",NA,358.025,521.351,468.492
"United Kingdom","Female","2","4","3","6","5",483.639,537.255,518.654
"United Kingdom","Female","2","4","7","6","6",530.136,550.618,571.478
"United Kingdom","Female","2","4","3","0","0",305.271,367.158,356.637
"United Kingdom","Female",">=3","4",NA,"6",NA,477.491,527.529,487.066
"United Kingdom","Female",">=3","4","3","6","4",562.573,553.261,559.194
"United Kingdom","Female",">=3","4","1","3","1",371.867,417.505,395.349
"United Kingdom","Female","1",NA,NA,NA,NA,440.196,396.084,364.022
"United Kingdom","Female",">=3","4",NA,"0",NA,363.941,390.309,352.611
"United Kingdom","Female",NA,NA,NA,NA,NA,388.144,437.753,445.614
"United Kingdom","Female",">=3",NA,NA,NA,NA,387.371,374.07,355.156
"United Kingdom","Female",NA,"4",NA,"4",NA,485.564,552.67,579.976
"United Kingdom","Female","0","3","7","5","2",577.611,516.273,543.285
"United Kingdom","Female","2","3","2","3",NA,591.595,637.94,590.409
"United Kingdom","Female",">=3","3","1","3",NA,513.634,516.919,515.507
"United Kingdom","Female","1","4","4","3","4",516.503,490.436,495.659
"United Kingdom","Female",">=3","3","3","4","2",551.092,554.12,551.456
"United Kingdom","Female",">=3","3",NA,"3",NA,535.019,481.262,574.573
"United Kingdom","Female",">=3",NA,"3",NA,"5",412.277,374.939,386.783
"United Kingdom","Female","2","3","5","3","5",522.915,559.005,511.826
"United Kingdom","Female","1","3","2","3",NA,414.285,435.137,395.622
"United Kingdom","Female","1","6","6","9","4",425.066,422.43,404.561
"United Kingdom","Female",">=3","3","5","4","4",416.022,407.492,379.11
"United Kingdom","Male","2",NA,"3",NA,"4",463.179,467.374,435.098
"United Kingdom","Male",">=3","3",NA,"3",NA,520.879,496.074,502.826
"United Kingdom","Male","2","4","3","4",NA,538.57,532.439,556.311
"United Kingdom","Male",">=3","4","13","4","13",419.218,406.531,347.829
"United Kingdom","Male",NA,NA,NA,NA,NA,480.94,482.396,476.284
"United Kingdom","Male",">=3","5","6","5",NA,536.332,654.992,624.857
"United Kingdom","Male","0","3","1","3","2",527.203,503.288,534.897
"United Kingdom","Male","1","3","6","4","7",490.812,519.762,505.948
"United Kingdom","Male",">=3","5","1","5","1",584.197,562.108,536.079
"United Kingdom","Male","2","4","4","4","5",485.535,487.113,483.765
"United Kingdom","Male",">=3","5","5","5","5",383.638,392.069,388.081
"United Kingdom","Female",">=3","3","7","5","10",587.256,653.378,615.121
"United Kingdom","Female","2","3","0","5","1",571.119,629.318,610.373
"United Kingdom","Female",">=3","3","0","5","1",515.6,523.906,512.565
"United Kingdom","Female","1","3","3","3","3",500.745,571.818,566.477
"United Kingdom","Female","2","3","3","5","5",384.865,461.96,429.651
"United Kingdom","Female","1","3","3","5","3",475.193,469.918,473.011
"United Kingdom","Female","2","3","3","5","5",403.018,503.935,406.263
"United Kingdom","Female",">=3","3","1","5","1",445.313,528.261,579.955
"United Kingdom","Female","2","3","3","5","5",553.173,561.207,575.541
"United Kingdom","Female",">=3","3","3","5","5",363.298,358.861,353.348
"United Kingdom","Female",">=3","3","2","5","2",524.715,578.285,597.921
"United Kingdom","Male",">=3","3","1","5","0",503.3,457.499,524.808
"United Kingdom","Male",">=3","3","1","5","1",470.314,533.486,467.29
"United Kingdom","Male",">=3","3","3","5","3",455.162,394.23,449.649
"United Kingdom","Male",">=3","3","3","7","7",485.701,360.278,428.693
"United Kingdom","Male","2","3","3","5",NA,499.042,450.085,499.986
"United Kingdom","Male",">=3","3","5","7","2",545.933,459.032,521.513
"United Kingdom","Male",">=3",NA,NA,NA,NA,393.155,255.911,328.848
"United Kingdom","Male","2","0",NA,"0",NA,390.597,413.099,420.836
"United Kingdom","Male","2","3","1","5","1",537.988,555.054,527.38
"United Kingdom","Male",">=3","3","1","5","1",570.083,576.913,623.802
"United Kingdom","Male",">=3","3","3","5","5",354.917,333.292,354.577
"United Kingdom","Male",">=3","3","19","5","17",483.713,510.148,507.249
"United Kingdom","Male",">=3","3","3","5","30",473.837,430.175,462.729
"United Kingdom","Male",">=3","3","3","5","5",592.737,539.253,594.529
"United Kingdom","Male",">=3","3","1","5","0",569.413,527.565,600.072
"United Kingdom","Female","1","6","7","2","3",424.266,437.618,431.309
"United Kingdom","Female","1","6","7","6","6",457.803,443.913,422.437
"United Kingdom","Male",">=3","5","7","6","7",480.788,439.631,467.888
"United Kingdom","Male","1","5","3","6","3",475.351,496.292,548.612
"United Kingdom","Male",NA,NA,NA,NA,NA,410.302,471.837,405.965
"United Kingdom","Female","1","4","3","3","5",397.942,446.332,386.391
"United Kingdom","Female",NA,NA,NA,NA,NA,475.451,480.257,503.592
"United Kingdom","Female",">=3","5","16","8","16",452.579,463.761,470.421
"United Kingdom","Female",NA,NA,NA,NA,NA,445.872,521.6,519.138
"United Kingdom","Female",NA,NA,NA,NA,NA,482.523,510.137,495.06
"United Kingdom","Female","2","5","2","4","10",492.95,566.126,522.253
"United Kingdom","Female","2","6","5","6","3",367.938,414.707,427.882
"United Kingdom","Female","1","4","1","3","1",368.074,496.74,395.741
"United Kingdom","Female",">=3","5","3","4","5",516.226,441.763,445.809
"United Kingdom","Female","1","5","2","6","1",366.229,460.344,388.546
"United Kingdom","Female",NA,NA,NA,NA,NA,459.215,428.384,455.474
"United Kingdom","Female","1","5","5","12","14",507.012,454.207,515.734
"United Kingdom","Male","2","5","1","7","1",394.616,474.588,398.71
"United Kingdom","Male",">=3","5","2","12","4",430.814,410.335,420.376
"United Kingdom","Male","1","5","1","12","1",458.223,428.332,472.974
"United Kingdom","Male","2","5","2","2","0",452.31,474.642,457.97
"United Kingdom","Male","1","5","4","6","3",412.035,391.862,410.153
"United Kingdom","Male",">=3","6","11","6","10",316.964,384.18,379.083
"United Kingdom","Male","2","5","2","6","1",459.795,530.827,451.256
"United Kingdom","Male",NA,NA,NA,NA,NA,432.601,406.421,455.892
"United Kingdom","Female",">=3","4","6","9","6",380.769,402.523,362.407
"United Kingdom","Female",">=3","4","10","6","5",377.574,407.209,445.414
"United Kingdom","Female",">=3","4","8","6","6",585.157,559.974,569.265
"United Kingdom","Female","2","4","5","2","7",445.33,447.488,435.599
"United Kingdom","Female","2","4","2","6",NA,449.734,456.904,454.362
"United Kingdom","Female",">=3","4","3","9","10",534.665,577.635,574.787
"United Kingdom","Female","1","4","1","6","3",488.037,526.119,525.768
"United Kingdom","Female",">=3","4","5","6","4",472.498,456.122,541.771
"United Kingdom","Female","2","4","6","6","6",470.688,541.925,485.467
"United Kingdom","Female",">=3","4","1","6","2",575.923,629.829,580.257
"United Kingdom","Male",">=3","4","1","6","1",510.241,550.242,532.248
"United Kingdom","Male",">=3","4","0",NA,"1",544.839,547.583,603.316
"United Kingdom","Male","2","4",NA,"5",NA,500.821,473.811,520.922
"United Kingdom","Male",">=3","4","0","6","0",542.916,569.746,570.621
"United Kingdom","Male","2","4","8","9","10",435.116,462.795,422.275
"United Kingdom","Male",">=3","4","0","9","1",640.705,621.995,626.892
"United Kingdom","Male","1","4","5","5","4",510.018,503.984,554.673
"United Kingdom","Male",">=3","4","0","6","2",603.11,611.947,628.56
"United Kingdom","Male","0","4",NA,"6",NA,335.992,428.831,351.935
"United Kingdom","Male","1",NA,"5",NA,"5",321.487,375.393,320.538
"United Kingdom","Male","1","4","4","6","8",490.179,499.433,521.884
"United Kingdom","Male","1","0",NA,"4",NA,494.601,471.731,434.239
"United Kingdom","Female","1","4","3","5","1",511.592,543.551,575.262
"United Kingdom","Female",">=3","3","0","3","0",572.892,597.761,639.758
"United Kingdom","Female",">=3","4","2","5","2",515.956,527.891,560.495
"United Kingdom","Female",">=3","4","2","5","2",472.532,490.49,496.946
"United Kingdom","Female",">=3","4","7","4","12",399.317,567.388,456.472
"United Kingdom","Female",">=3","4","1","4","1",588.121,608.78,611.289
"United Kingdom","Female","1","8","4","10","5",308.699,290.812,364.417
"United Kingdom","Female","2","4","1","5","1",521.507,637.848,587.667
"United Kingdom","Female","2","8","4","14","4",627.71,563.812,577.561
"United Kingdom","Female","1","4","6","5","3",449.434,466.558,535.071
"United Kingdom","Male","2",NA,"3",NA,"3",473.937,484.813,502.211
"United Kingdom","Male",">=3","4","6","5","3",555.577,488.76,585.013
"United Kingdom","Male","2","4","1","5","3",374.025,386.204,410.882
"United Kingdom","Male",">=3","4","1","4","1",544.192,501.35,586.155
"United Kingdom","Male","2","4","1","5",NA,373.116,441.12,397.233
"United Kingdom","Male","2","3","2","10","4",544.715,520.181,544.552
"United Kingdom","Male",">=3","4","1","5",NA,409.024,396.584,503.915
"United Kingdom","Male","1","4","6","5","3",526.057,504.129,584.853
"United Kingdom","Male","2","4","2","5","1",597.213,634.62,682.499
"United Kingdom","Male",">=3","8","1","10","1",465.483,382.848,481.099
"United Kingdom","Female","2","4","3","4","6",549.333,553.933,532.243
"United Kingdom","Female","2","4","1","4","1",458.613,423.53,449.277
"United Kingdom","Female",">=3","4","5","4","5",525.565,544.497,540.506
"United Kingdom","Female","2","4","4","4","4",425.863,416.614,451.017
"United Kingdom","Female",">=3","4","1","4","1",534.672,625.468,556.397
"United Kingdom","Female","2","4","4","4","4",357.224,449.116,366.54
"United Kingdom","Female","2","4","6","4",NA,489.805,454.608,505.744
"United Kingdom","Female",">=3","4","1","4","0",379.128,367.472,392.967
"United Kingdom","Female",NA,NA,NA,NA,NA,346.709,344.298,335.978
"United Kingdom","Female","2","4","4","4","4",414.44,481.953,427.175
"United Kingdom","Female","2","4","4","4","4",363.232,411.807,371.224
"United Kingdom","Female","1","4",NA,"4","3",329.456,429.585,427.58
"United Kingdom","Male",NA,"4","4","4","4",493.332,519.143,509.922
"United Kingdom","Male","0","4","4","4","5",320.352,366.834,333.096
"United Kingdom","Male",">=3","4",NA,"4",NA,509.029,461.878,495.438
"United Kingdom","Male",">=3","5","5","5","6",364.78,354.208,363.146
"United Kingdom","Male",">=3","4","4","5","5",399.793,444.142,451.689
"United Kingdom","Male","1","4","2","4","1",476.514,514.037,472.466
"United Kingdom","Male","1","4","4","4","4",442.809,499.268,493.758
"United Kingdom","Male","2","4","1","4",NA,362.528,368.764,391.244
"United Kingdom","Male",">=3","4","3","4","1",437.821,476.191,423.248
"United Kingdom","Male",">=3","4","1","4",NA,480.42,437.365,496.037
"United Kingdom","Male",">=3","4","11","4","8",388.366,411.109,335.167
"United Kingdom","Male","1","4","4","4","4",420.181,363.473,419.345
"United Kingdom","Male","1","3","20","3","29",344.711,382.71,422.034
"United Kingdom","Male",">=3","4","4","4","4",440.76,496.268,459.184
"United Kingdom","Male","1","5","4","7","4",529.474,467.4,537.6
"United Kingdom","Male",">=3","4","1","3","2",390.255,345.147,358.358
"United Kingdom","Male","2","4","3","4","3",366.138,378.804,361.599
"United Kingdom","Male","1","6",NA,"4",NA,435.504,380.349,414.931
"United Kingdom","Male","2","5","3","4","3",388.337,383.744,427.663
"United Kingdom","Male","2","5","1","8","1",516.469,492.753,511.651
"United Kingdom","Male",">=3","6","3","5","2",422.834,462.493,404.583
"United Kingdom","Male",">=3","6","9","4","5",363.149,408.267,391.288
"United Kingdom","Male","2","5","3","8","5",558.361,523.297,541.953
"United Kingdom","Male",">=3","4","1","4",NA,440.062,415.966,389.387
"United Kingdom","Male","2","5","3","4","3",549.602,554.696,561.071
"United Kingdom","Male","1","5","12","4","7",499.223,459.215,462.668
"United Kingdom","Male","1","5","2","4",NA,442.995,485.232,404.758
"United Kingdom","Male","2","5","4","4","3",415.273,416.175,406.293
"United Kingdom","Male","1","5",NA,"7",NA,478.945,396.194,459.11
"United Kingdom","Male","2","5","1","4","1",443.075,432.004,423.864
"United Kingdom","Male",">=3","5",NA,"4",NA,392.448,417.839,371.103
"United Kingdom","Male","1","5","14","4","12",407.028,405.91,442.835
"United Kingdom","Male","1","7","2","7","1",468.558,489.024,469.428
"United Kingdom","Male","1","5","4","4","2",482.67,527.394,469.366
"United Kingdom","Male",NA,NA,NA,NA,NA,455.56,512.91,500.486
"United Kingdom","Female","2","10","6","5","3",467.551,525.003,498.431
"United Kingdom","Female","2","5","4","4","2",420.398,469.918,440.081
"United Kingdom","Female","0","3","10","18","10",527.745,508.107,511.827
"United Kingdom","Male",">=3","7","4","4","2",471.999,468.287,460.832
"United Kingdom","Male","2","6",NA,"9",NA,478.346,467.363,522.019
"United Kingdom","Male",">=3","5","3","8","2",524.026,571.949,548.869
"United Kingdom","Male","1","6","2","7","1",424.123,432.471,419.562
"United Kingdom","Female","2","6","7","4","4",455.604,509.254,459.75
"United Kingdom","Female","2","6","3","7","1",469.224,527.711,552.648
"United Kingdom","Female",">=3","6","5","4","4",453.974,571.363,508.986
"United Kingdom","Female","2","6","6","7","6",500.009,458.685,424.135
"United Kingdom","Female",">=3","5","2","4","2",539.597,495.766,481.569
"United Kingdom","Female","2","6","6","6","5",470.355,514.074,521.435
"United Kingdom","Female","1","5","5","10","5",571.882,526.493,549.627
"United Kingdom","Female","2","5","5","5","5",392.935,370.511,385.891
"United Kingdom","Male",">=3",NA,NA,NA,NA,400.302,446.391,469.036
"United Kingdom","Male",">=3","9","3","9","2",496.641,414.509,472.555
"United Kingdom","Male","1","9","7","9","6",444.049,476.291,477.362
"United Kingdom","Male","2","5","8","8","5",536.796,634.082,596.941
"United Kingdom","Male",">=3","8","6","12","2",600.83,552.168,579.626
"United Kingdom","Male",">=3","6","5","7","7",479.788,540.637,549.817
"United Kingdom","Male","2",NA,NA,NA,NA,504.045,516.258,534.763
"United Kingdom","Male",">=3","7","5","5","3",504.097,479.362,509.952
"United Kingdom","Male",NA,NA,NA,NA,NA,515.503,567.331,554.315
"United Kingdom","Male",">=3","3","1","2","1",524.288,525.752,518.121
"United Kingdom","Male","1","6",NA,"4","1",457.845,475.428,441.053
"United Kingdom","Female","1","4","1","6","3",534.846,536.844,581.407
"United Kingdom","Female",">=3","3","5","6","8",558.476,583.441,636.776
"United Kingdom","Female",">=3","3","6","3","4",569.155,611.263,553.587
"United Kingdom","Female",">=3","3","3","7","5",543.583,596.599,595.233
"United Kingdom","Female",">=3","6","2","9","4",501.377,548.716,545.427
"United Kingdom","Female","2","3","3","7","4",517.732,559.495,539.008
"United Kingdom","Female",">=3","3","1","5","3",553.034,505.341,585.694
"United Kingdom","Female","1","3","3","2","2",589.998,641.006,607.286
"United Kingdom","Female",">=3","6","6","5","5",407.819,386.094,396.546
"United Kingdom","Female","2","6","1","9","2",582.948,611.551,630.024
"United Kingdom","Female","2","6","1","14","2",533.181,552.823,550.558
"United Kingdom","Female","2","3","1","3","1",481.648,488.032,492.924
"United Kingdom","Female","2","4","2","4","2",527.286,547.759,563.774
"United Kingdom","Female",">=3","3","1","3","4",577.316,639.074,621.844
"United Kingdom","Female","1","4","4","5","9",466.904,501.632,502.903
"United Kingdom","Male","2","3","3","9","5",384.465,426.067,347.442
"United Kingdom","Male",">=3","3","5","5","3",538.73,425.51,528.112
"United Kingdom","Male",">=3","3",NA,"3",NA,465.68,489.939,486.756
"United Kingdom","Male","2","3",NA,"3",NA,544.741,552.277,599.045
"United Kingdom","Male",">=3","3","3","3","3",403.887,460.849,479.891
"United Kingdom","Male",">=3","6","2","6","3",533.293,601.796,568.61
"United Kingdom","Male","1","3","9","3","5",497.987,641.619,548.378
"United Kingdom","Male",">=3","3","1","2","1",590.036,665.765,619.957
"United Kingdom","Male","2","4","3","4","4",445.479,465.651,478.032
"United Kingdom","Male",">=3","4","5","6","4",431.626,444.515,451.324
"United Kingdom","Male",">=3","6","2","9","5",512.262,479.608,520.038
"United Kingdom","Male",">=3","3",NA,"3",NA,443.101,523.447,574.55
"United Kingdom","Female",">=3","4",NA,"4","1",281.666,391.864,365.74
"United Kingdom","Male","1","5","6","4","10",292.417,279.745,275.154
"United Kingdom","Male","1","5","0","7","0",449.835,465.233,501.26
"United Kingdom","Male","1","3",NA,"4",NA,295.847,298.056,266.476
"United Kingdom","Female",">=3",NA,NA,NA,NA,405.613,405.59,393.977
"United Kingdom","Female","1","4","3","4","3",419.501,443.934,439.876
"United Kingdom","Female","1","4","4","4","4",414.3,449.902,394.186
"United Kingdom","Female",">=3","4",NA,"4",NA,387.898,413.93,420.917
"United Kingdom","Female",">=3","4","6","8","6",492.133,451.081,453.029
"United Kingdom","Female",">=3","4","3","8","4",527.127,590.665,574.987
"United Kingdom","Female","2","5",NA,"3",NA,397.161,377.078,407.227
"United Kingdom","Female",">=3","4",NA,"4",NA,472.706,435.551,472.045
"United Kingdom","Male","2","4","1","8","1",463.13,548.758,474.201
"United Kingdom","Male",">=3","5",NA,"5",NA,371.792,361.229,384.12
"United Kingdom","Male",">=3","4","1","4","1",407.857,378.707,437.124
"United Kingdom","Male","2",NA,NA,NA,NA,449.026,485.103,505.962
"United Kingdom","Male",">=3",NA,NA,NA,NA,461.097,412.99,458.29
"United Kingdom","Male",">=3","5",NA,"5",NA,321.413,412.604,383.075
"United Kingdom","Male",">=3","4","3","4","3",390.008,398.578,310.752
"United Kingdom","Male","2","5","4","8","2",507.68,492.452,534.268
"United Kingdom","Male","2","4","1","8","1",494.329,477.373,528.844
"United Kingdom","Male","1","5","5","5","3",438.017,419.442,436.897
"United Kingdom","Male","2","8","6","8","4",488.631,575.222,555.972
"United Kingdom","Male",">=3","6","4","4","3",358.019,382.533,359.835
"United Kingdom","Male","1","4","3","4","3",516.66,524.468,563.801
"United Kingdom","Male","1","6","2","4","1",514.766,479.327,514.48
"United Kingdom","Female","2","4","7","8","8",522.551,601.917,604.25
"United Kingdom","Female","1","4","2","5","2",361.549,540.633,511.233
"United Kingdom","Female",">=3","5","6","4","7",388.64,306.775,390.796
"United Kingdom","Female",">=3","4","4","7","6",489.192,472.804,512.824
"United Kingdom","Female",">=3","4","12","3","8",411.237,443.527,422.117
"United Kingdom","Female",">=3","5","7","5","8",428.801,410.031,438.876
"United Kingdom","Female",">=3","4","10","5","6",534.336,501.463,614.492
"United Kingdom","Female","2","4","8","5","4",443.211,520.208,474.375
"United Kingdom","Female","2","5","2","4","2",519.749,482.839,556.62
"United Kingdom","Male","2","4","1","9","3",615.12,682.105,667.539
"United Kingdom","Male","1","4",NA,"6","5",518.58,542.012,578.014
"United Kingdom","Male","2","4","5","5","3",449.151,368.817,438.562
"United Kingdom","Male",">=3","4","2","4",NA,365.624,440.887,386.522
"United Kingdom","Male","1","4","5","9","5",522.552,502.074,564.705
"United Kingdom","Male",NA,"6","11","5","10",365.521,390.64,434.029
"United Kingdom","Male",">=3","4","3","7","2",565.61,558.222,638.247
"United Kingdom","Male",">=3","4","3","5","2",454.007,394.101,463.293
"United Kingdom","Male",">=3","3","1","3","1",530.019,526.565,572.35
"United Kingdom","Male","0","5","1","5","1",434.993,496.312,478.63
"United Kingdom","Male",">=3","4","5","4","5",497.988,546.387,548.9
"United Kingdom","Male",">=3","4","1","5","1",429.099,360.286,453.478
"United Kingdom","Male",">=3","6","7","6","6",455.064,383.2,501.996
"United Kingdom","Male","0","4","5","4","1",541.992,572.607,601.466
"United Kingdom","Male","2","3","3","5",NA,496.348,469.112,468.931
"United Kingdom","Male",">=3","3","5","5","3",438.537,391.289,433.812
"United Kingdom","Male","2","7","1","5","1",561.508,484.678,518.668
"United Kingdom","Male","2","7","5","10","5",545.661,486.748,487.596
"United Kingdom","Male",">=3",NA,"2",NA,"2",542.128,495.403,559.914
"United Kingdom","Male",">=3","4","4","4","4",550.222,576.766,606.889
"United Kingdom","Male",">=3","4","5","10","5",565.593,546.361,584.954
"United Kingdom","Male","1","4","4","4","4",335.64,415.039,323.373
"United Kingdom","Male",">=3","4","5","5","5",638.256,612.035,677.95
"United Kingdom","Male",">=3","4","5","5","5",409.56,422.617,440.073
"United Kingdom","Male","1",NA,NA,NA,NA,260.151,346.049,388.015
"United Kingdom","Male",">=3","4","4","8","8",492.488,453.709,415.746
"United Kingdom","Male",">=3","4","7","8","5",491.21,478.256,512.406
"United Kingdom","Male","2","3","5","4","5",557.886,449.809,467.703
"United Kingdom","Male","0","5","5","6","6",412.124,507.736,498.847
"United Kingdom","Male","2","4","4","5","5",372.866,445.91,357.314
"United Kingdom","Male",">=3","7","3","7","5",451.885,353.207,440.662
"United Kingdom","Male","1","5","2","7","3",376.2,434.251,424.15
"United Kingdom","Male","2","6","1","6","1",462.327,541.644,516.396
"United Kingdom","Male",">=3","5","2","5","5",543.999,514.292,530.135
"United Kingdom","Male",">=3","4","2","4","2",572.219,584.042,607.589
"United Kingdom","Male","1",NA,"3",NA,"5",392.679,369.392,401.737
"United Kingdom","Male","2","4","4","4","4",441.414,461.745,445.862
"United Kingdom","Female","2","5","2","4","1",549.362,468.813,527.212
"United Kingdom","Female","2","5","5","5","5",502.267,415.125,437.006
"United Kingdom","Female",">=3","5","6","4","4",370.018,352.591,410.378
"United Kingdom","Female","1","5","5","9","7",382.95,381.737,408.222
"United Kingdom","Female","2","7","8","6","6",379.487,426.617,401.193
"United Kingdom","Female",">=3","5","2","3","2",510.492,434.672,450.196
"United Kingdom","Female",">=3","5","5","5","5",397.405,381.046,435.269
"United Kingdom","Male",">=3","5","2","4","2",534.497,559.828,540.455
"United Kingdom","Male","1","5","6","4","4",404.375,368.067,347.151
"United Kingdom","Male","1","5","3","4","4",494.56,359.211,404.073
"United Kingdom","Male","1","5","2","4","2",292.944,291.347,335.456
"United Kingdom","Male","2","5","6","5","1",507.001,391.697,522.777
"United Kingdom","Male","2","4","4","4","4",332.826,355.464,343.571
"United Kingdom","Male",">=3","5","4",NA,"4",419.04,310.803,405.433
"United Kingdom","Male",">=3","5","5","5","5",442.287,440.2,421.553
"United Kingdom","Male","2","5",NA,"2",NA,425.659,263.785,336.503
"United Kingdom","Male",">=3","5","7","3","6",367.706,324.065,356.653
"United Kingdom","Male","1","5","1","4","0",444.968,439.314,484.742
"United Kingdom","Female",">=3","4","3","5","5",511.077,628.949,571.335
"United Kingdom","Female",">=3","4","3","6","2",457.099,512.084,454.335
"United Kingdom","Female",">=3","3","1","6","1",624.511,719.432,772.828
"United Kingdom","Female","2","4","1","6","2",453.034,486.671,540.118
"United Kingdom","Female","2","3","2","6","2",539.532,591.788,563.402
"United Kingdom","Female","2","4","2","6","3",572.917,600.986,545.718
"United Kingdom","Female",">=3","4","2","6","1",462.938,529.68,495.428
"United Kingdom","Female","2","4","3","6","5",476.249,576.178,581.511
"United Kingdom","Female",">=3","4","1","6","2",570.992,707.873,650.581
"United Kingdom","Female",">=3","4","1","6","2",595.831,658.043,722.601
"United Kingdom","Female","2","4","2","6","2",536.113,486.291,579.051
"United Kingdom","Female","2","3","0","6","0",500.696,488.08,529.945
"United Kingdom","Female","2","4","1","6","2",550.366,589.303,567.637
"United Kingdom","Female",">=3","4","1","6","1",425.357,450.665,496.462
"United Kingdom","Female","2","4","1","6","3",530.242,548.057,537.878
"United Kingdom","Female","2","4","5","4","5",597.78,640.674,672.697
"United Kingdom","Female",">=3","4","2","6","5",601.541,643.32,674.265
"United Kingdom","Female","2","4","1","5","1",447.311,479.773,501.37
"United Kingdom","Female",">=3","4","1","6","6",622.555,555.13,605.218
"United Kingdom","Female",">=3","4","1","6","1",514.602,501.171,491.368
"United Kingdom","Female","2","4","2","5","1",496.538,559.693,481.05
"United Kingdom","Female","1","4","1","6","2",516.484,591.186,599.658
"United Kingdom","Female",">=3","4","6","6","7",416.772,570.534,478.401
"United Kingdom","Female",">=3","4","1","6","2",535.802,515.576,533.313
"United Kingdom","Female",">=3","4","1","6","2",475.895,530.285,587.122
"United Kingdom","Female","1","6","20","10","8",524.772,559.139,559.615
"United Kingdom","Female",">=3","4","4","5","5",395.136,413.74,392.56
"United Kingdom","Female",">=3","4","1","6","1",417.373,524.16,457.822
"United Kingdom","Female",">=3","4","1","6","3",643.885,621.854,667.541
"United Kingdom","Female",">=3","4","18","5","18",390.769,493.745,420.164
"United Kingdom","Female","1","3","1","3","3",500.842,511.415,534.441
"United Kingdom","Female",">=3","4","4","7","6",505.632,513.514,537.511
"United Kingdom","Female",">=3","4","1","4","1",463.668,565.856,480.789
"United Kingdom","Female","2",NA,"12",NA,"4",333.961,332.578,315.33
"United Kingdom","Female",">=3","3","1","4","2",585.152,593.044,529.425
"United Kingdom","Female",">=3","4","1","4","4",492.709,441.399,495.876
"United Kingdom","Female","2","4","2","3",NA,366.627,409.385,344.99
"United Kingdom","Female",">=3","5","18","5","17",433.685,427.62,405.388
"United Kingdom","Female",">=3","4","2","4","3",518.979,526.961,501.767
"United Kingdom","Female","1","5","4","5","4",434.669,451.009,419.498
"United Kingdom","Female",">=3","4","7","0","0",451.187,479.289,431.351
"United Kingdom","Female","2","3","4","4","4",473.63,562.433,509.622
"United Kingdom","Female",">=3","4","3","4","2",592.531,604.406,606.891
"United Kingdom","Female",">=3","4","4","4","4",508.88,397.943,436.515
"United Kingdom","Male",">=3","4","2","4","1",544.313,542.562,564.34
"United Kingdom","Male","1","5","8","1","1",460.182,456.838,452.552
"United Kingdom","Male","2","4","8","4","6",334.592,397.534,333.187
"United Kingdom","Male","2","3","6","3","3",479.168,517.163,491.654
"United Kingdom","Male",">=3","4","2","4","3",477.45,514.947,539.76
"United Kingdom","Male",">=3","5","11","5","9",495.614,446.923,477.763
"United Kingdom","Female",">=3","4","2","5","4",435.447,437.528,445.145
"United Kingdom","Female","1","4","14","3","8",427.354,431.726,436.902
"United Kingdom","Male","2","5","5","7","5",489.296,421.276,459.214
"United Kingdom","Male",">=3","3","4","4","4",492.492,548.729,504.418
"United Kingdom","Female",NA,NA,NA,NA,NA,507.167,574.273,532.211
